app,category,rating,reviews,size,installs,type,price,content_rating,genres,last_updated,current_ver,android_ver
Zoom Cloud Meetings,Business,4.4,31614,37M,"10,000,000+",Free,0,Everyone,Business,"July 20, 2018",4.1.28165.0716,4.0 And Up
Easy Installer - Apps On Sd,Business,4.1,23055,11M,"5,000,000+",Free,0,Everyone,Business,"June 8, 2018",Varies With Device,Varies With Device
Facebook Ads Manager,Business,4.1,19023,11M,"1,000,000+",Free,0,Everyone,Business,"August 1, 2018",99.0.0.35.75,4.1 And Up
Viettelpost Express Delivery,Business,4.4,1225,25M,"100,000+",Free,0,Everyone,Business,"August 1, 2018",1.0.6.8,4.1 And Up
Job Korea - Career Jobs,Business,4.3,10600,6.5M,"1,000,000+",Free,0,Everyone,Business,"August 1, 2018",2.5.6,4.0 And Up
"104 Looking For A Job - Looking For A Job, Looking For A Job, Looking For A Part-Time Job, Health Checkup, Resume, Treatment Room",Business,4.4,74359,25M,"1,000,000+",Free,0,Everyone,Business,"July 27, 2018",1.12.5,4.0 And Up
Myanmar 2D/3D,Business,4.6,822,3.1M,"100,000+",Free,0,Everyone,Business,"June 8, 2018",1.5,4.0.3 And Up
Quick Pdf Scanner + Ocr Free,Business,4.2,80805,11M,"5,000,000+",Free,0,Everyone,Business,"February 26, 2018",Varies With Device,4.0.3 And Up
Sabn,Business,4.4,2287,1.5M,"1,000,000+",Free,0,Everyone,Business,"March 26, 2018",4.9,2.2 And Up
Ati Cargoes And Transportation,Business,4.7,4162,7.5M,"100,000+",Free,0,Everyone,Business,"July 24, 2018",0.9.4,4.0.3 And Up
Secure Folder,Business,3.8,14760,8.6M,"50,000,000+",Free,0,Everyone,Business,"January 31, 2018",1.1.07.6,7.0 And Up
Ups Mobile,Business,3.9,23243,11M,"5,000,000+",Free,0,Everyone,Business,"June 25, 2018",Varies With Device,Varies With Device
Y! Mobile Menu,Business,4.3,9,1.2M,"100,000+",Free,0,Everyone,Business,"April 9, 2018",1.0.5,6.0 And Up
Signeasy | Sign And Fill Pdf And Other Documents,Business,4.3,8978,11M,"1,000,000+",Free,0,Everyone,Business,"July 25, 2018",Varies With Device,Varies With Device
Genius Scan - Pdf Scanner,Business,4.4,42492,11M,"1,000,000+",Free,0,Everyone,Business,"July 11, 2018",Varies With Device,Varies With Device
Mobile Doc Scanner (Mdscan) Lite,Business,4.2,46505,19M,"1,000,000+",Free,0,Everyone,Business,"August 2, 2018",3.4.49,4.1 And Up
Turboscan: Scan Documents And Receipts In Pdf,Business,4.7,11442,6.8M,"100,000+",Paid,$4.99,Everyone,Business,"March 25, 2018",1.5.2,4.0 And Up
Tiny Scanner Pro: Pdf Doc Scan,Business,4.8,10295,39M,"100,000+",Paid,$4.99,Everyone,Business,"April 11, 2017",3.4.6,3.0 And Up
Zenefits,Business,4.2,296,14M,"50,000+",Free,0,Everyone,Business,"June 15, 2018",3.2.1,4.1 And Up
Google Ads,Business,4.3,29313,20M,"5,000,000+",Free,0,Everyone,Business,"July 30, 2018",1.12.0,4.0.3 And Up
Slack,Business,4.4,51507,11M,"5,000,000+",Free,0,Everyone,Business,"August 2, 2018",Varies With Device,Varies With Device
Freshbooks Classic,Business,4.1,1802,26M,"100,000+",Free,0,Everyone,Business,"April 18, 2018",1.7.14,4.2 And Up
Insightly Crm,Business,3.8,1383,51M,"100,000+",Free,0,Everyone,Business,"July 12, 2018",3.24.1,5.0 And Up
Quickbooks Accounting: Invoicing & Expenses,Business,4.3,23175,41M,"1,000,000+",Free,0,Everyone,Business,"July 13, 2018",18.7,4.1 And Up
Hipchat - Chat Built For Teams,Business,3.8,5868,20M,"500,000+",Free,0,Everyone,Business,"July 3, 2018",3.19.005,4.1 And Up
Xero Accounting Software,Business,3.5,2111,11M,"100,000+",Free,0,Everyone,Business,"July 30, 2018",Varies With Device,Varies With Device
"Mailchimp - Email, Marketing Automation",Business,4.1,5448,12M,"500,000+",Free,0,Everyone,Business,"July 25, 2018",4.9.1,5.0 And Up
Crew - Free Messaging And Scheduling,Business,4.6,4159,48M,"500,000+",Free,0,Everyone,Business,"July 20, 2018",6.1.2,4.0.3 And Up
Asana: Organize Team Projects,Business,4.3,20815,10M,"1,000,000+",Free,0,Everyone,Business,"July 26, 2018",6.4.4,5.0 And Up
Google Analytics,Business,4.5,78662,22M,"1,000,000+",Free,0,Everyone,Business,"February 13, 2018",3.7.5,4.4 And Up
Adwords Express,Business,4.1,7149,11M,"1,000,000+",Free,0,Everyone,Business,"July 31, 2018",2.6.158,4.0 And Up
Accounting App - Zoho Books,Business,4.5,3079,8.5M,"100,000+",Free,0,Everyone,Business,"August 2, 2018",5.20.7,4.1 And Up
Invoice & Time Tracking - Zoho,Business,4.6,5800,8.6M,"100,000+",Free,0,Everyone,Business,"August 2, 2018",5.20.7,4.1 And Up
Join.Me - Simple Meetings,Business,4.0,6989,11M,"1,000,000+",Free,0,Everyone,Business,"July 16, 2018",4.3.0.508,4.4 And Up
Invoice 2Go — Professional Invoices And Estimates,Business,4.2,16422,28M,"1,000,000+",Free,0,Everyone,Business,"August 1, 2018",10.46.2,4.1 And Up
Screenmeet. Easy Phone Meeting,Business,4.0,624,9.0M,"100,000+",Free,0,Everyone,Business,"March 22, 2018",1.2.287,5.0 And Up
Cisco Webex Teams,Business,4.2,1661,46M,"100,000+",Free,0,Everyone,Business,"August 2, 2018",3.0.4651,4.4 And Up
Start Meeting,Business,4.1,308,14M,"50,000+",Free,0,Everyone,Business,"May 29, 2018",3.1.4.0,4.0.3 And Up
Clickmeeting Webinars,Business,3.8,5211,26M,"1,000,000+",Free,0,Everyone,Business,"July 30, 2018",3.3.0,4.0 And Up
Bluejeans For Android,Business,3.9,1058,23M,"500,000+",Free,0,Everyone,Business,"June 29, 2018",2.22.397,5.0 And Up
Skype For Business For Android,Business,3.9,78172,11M,"10,000,000+",Free,0,Everyone,Business,"August 2, 2018",Varies With Device,Varies With Device
Verify - Receipts & Expenses,Business,4.5,413,29M,"10,000+",Free,0,Everyone,Business,"July 25, 2018",2.0.19,5.0 And Up
Manga Master - Best Manga & Comic Reader,Comics,4.6,24005,4.9M,"500,000+",Free,0,Adults Only 18+,Comics,"July 4, 2018",1.1.7.0,4.1 And Up
Ganma! - All Original Stories Free Of Charge For All Original Comics,Comics,4.7,57106,27M,"1,000,000+",Free,0,Teen,Comics,"July 23, 2018",2.11.3,4.1 And Up
Röhrich Werner Soundboard,Comics,4.7,2249,32M,"500,000+",Free,0,Everyone,Comics,"November 16, 2017",1.08,4.0.3 And Up
Unicorn Pokez - Color By Number,Comics,4.8,516,12M,"50,000+",Free,0,Everyone,Comics;Creativity,"August 3, 2018",1.0.6,4.4 And Up
Mangatoon - Comics Updated Daily,Comics,3.9,834,15M,"50,000+",Free,0,Mature 17+,Comics,"August 1, 2018",1.0.8,4.1 And Up
Manga Net – Best Online Manga Reader,Comics,4.1,1010,11M,"50,000+",Free,0,Mature 17+,Comics,"July 7, 2018",1.5,4.1 And Up
Manga - Read Thai Translation,Comics,4.6,302,2.2M,"10,000+",Free,0,Teen,Comics,"July 3, 2018",1.0,4.0 And Up
The Vietnam Story - Fun Stories,Comics,4.5,438,3.4M,"10,000+",Free,0,Everyone,Comics,"December 27, 2017",1.0,2.3 And Up
Dragon Ball Wallpaper - Ringtones,Comics,4.7,73,8.3M,"10,000+",Free,0,Everyone,Comics,"July 23, 2018",1.9,4.0.3 And Up
Funny Jokes Photos,Comics,4.4,39,4.3M,"10,000+",Free,0,Everyone 10+,Comics,"July 3, 2018",1.1,4.2 And Up
Truyện Vui Tý Quậy,Comics,4.5,144,4.7M,"10,000+",Free,0,Everyone,Comics,"July 19, 2018",3.0,4.0.3 And Up
Comic Es - Shojo Manga / Love Comics Free Of Charge ♪ ♪,Comics,3.9,2181,10M,"100,000+",Free,0,Teen,Comics,"March 5, 2018",1.2.12,4.0.3 And Up
"漫咖 Comics - Manga,Novel And Stories",Comics,4.1,12088,21M,"1,000,000+",Free,0,Mature 17+,Comics,"July 6, 2018",2.3.1,4.0.3 And Up
Emmanuella Funny Videos 2018,Comics,4.5,314,6.1M,"100,000+",Free,0,Everyone,Comics,"May 23, 2018",3.1.0,4.1 And Up
Dc Comics,Comics,4.2,25671,11M,"1,000,000+",Free,0,Teen,Comics,"June 5, 2018",Varies With Device,Varies With Device
Manga Zero - Japanese Cartoon And Comic Reader,Comics,4.2,15194,15M,"1,000,000+",Free,0,Teen,Comics,"July 19, 2018",4.7.3,4.2 And Up
Marvel Unlimited,Comics,3.7,22551,11M,"1,000,000+",Free,0,Teen,Comics,"July 24, 2018",3.16.0,4.4 And Up
"Tapas – Comics, Novels, And Stories",Comics,4.5,29839,29M,"1,000,000+",Free,0,Teen,Comics,"July 31, 2018",4.1.0,4.4 And Up
Children'S Cartoons (Mithu-Mina-Raju),Comics,4.6,279,3.3M,"100,000+",Free,0,Everyone,Comics,"December 18, 2017",1.6,4.0 And Up
【Ranobbe Complete Free】 Novelba - Free App That You Can Read And Write Novels,Comics,4.3,1330,22M,"50,000+",Free,0,Everyone,Comics,"July 3, 2018",6.1.1,4.2 And Up
Faustop Sounds,Comics,4.7,1677,40M,"100,000+",Free,0,Everyone,Comics,"May 26, 2018",1.7.7,4.1 And Up
Manga Mania - Best Online Manga Reader,Comics,4.4,757,10M,"10,000+",Free,0,Teen,Comics,"May 24, 2018",1.0,4.1 And Up
- Free Comics - Comic Apps,Comics,3.5,115,9.1M,"10,000+",Free,0,Mature 17+,Comics,"July 13, 2018",5.0.12,5.0 And Up
Manga Az - Manga Comic Reader,Comics,3.3,125,4.7M,"5,000+",Free,0,Teen,Comics,"July 24, 2018",1.0.4,4.0.3 And Up
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,Comics,4.5,9952,38M,"500,000+",Free,0,Everyone 10+,Comics,"July 31, 2018",4.3.0,4.1 And Up
Pixiv Comic - Everyone'S Manga App,Comics,4.4,18814,11M,"1,000,000+",Free,0,Mature 17+,Comics,"July 30, 2018",Varies With Device,Varies With Device
Funny Jokes And Stories 2018,Comics,4.2,21,6.7M,"5,000+",Free,0,Everyone,Comics,"March 31, 2018",1.3,4.0 And Up
Hojiboy Tojiboyev Life Hacks,Comics,5.0,15,37M,"1,000+",Free,0,Everyone,Comics,"June 26, 2018",2.0,4.0.3 And Up
Perfect Viewer,Comics,4.4,51981,11M,"5,000,000+",Free,0,Everyone,Comics,"August 1, 2018",4.2.0.2,2.3 And Up
"Best Wallpapers Backgrounds(100,000+ 4K Hd)",Comics,4.7,3596,7.8M,"10,000+",Free,0,Teen,Comics,"June 16, 2018",1.01,4.0.3 And Up
Think Comics,Comics,4.4,1006,19M,"50,000+",Free,0,Everyone,Comics,"August 3, 2018",2.3.3,4.0.3 And Up
Memes Button,Comics,4.4,5968,5.7M,"1,000,000+",Free,0,Everyone,Comics,"May 28, 2018",1.4,4.0 And Up
"Laftel - Watching And Announcing Snooping, Streaming",Comics,4.6,4895,35M,"100,000+",Free,0,Everyone,Comics,"August 2, 2018",2.4.25,4.4 And Up
Contacts,Communication,4.3,66602,11M,"50,000,000+",Free,0,Everyone,Communication,"June 26, 2018",2.8.4.201036949,5.0 And Up
Call Free – Free Call,Communication,4.3,30209,15M,"5,000,000+",Free,0,Everyone,Communication,"July 28, 2018",1.3.4,4.1 And Up
Web Browser & Explorer,Communication,4.0,36901,6.6M,"5,000,000+",Free,0,Everyone,Communication,"July 4, 2018",11.8.6,4.0.3 - 7.1.1
Cricket Visual Voicemail,Communication,3.9,13698,5.1M,"10,000,000+",Free,0,Everyone,Communication,"July 2, 2018",3.2.0.100171,4.1 And Up
Tracfone My Account,Communication,3.6,20769,18M,"1,000,000+",Free,0,Everyone,Communication,"July 11, 2018",R6.0.3,4.1 And Up
Firefox Focus: The Privacy Browser,Communication,4.4,36880,4.0M,"1,000,000+",Free,0,Everyone,Communication,"July 6, 2018",5.2,5.0 And Up
Chrome Dev,Communication,4.4,63543,11M,"5,000,000+",Free,0,Everyone,Communication,"August 2, 2018",69.0.3497.24,Varies With Device
Xperia Link™,Communication,4.1,45487,11M,"10,000,000+",Free,0,Everyone,Communication,"October 27, 2016",Varies With Device,Varies With Device
Skype Lite - Free Video Call & Chat,Communication,4.2,33053,22M,"5,000,000+",Free,0,Everyone,Communication,"July 31, 2018",1.60.0.31354-Release,4.0.3 And Up
My Magenta,Communication,3.9,42370,37M,"1,000,000+",Free,0,Everyone,Communication,"June 25, 2018",7.5.1,5.0 And Up
Seznam.Cz,Communication,4.3,46702,11M,"1,000,000+",Free,0,Everyone,Communication,"July 4, 2018",Varies With Device,Varies With Device
Antillean Gold Telegram (Original Version),Communication,4.4,2939,17M,"100,000+",Free,0,Everyone,Communication,"July 16, 2018",2.1,4.1 And Up
At&T Visual Voicemail,Communication,3.7,13761,11M,"10,000,000+",Free,0,Everyone,Communication,"June 27, 2018",Varies With Device,Varies With Device
Omlet Chat,Communication,3.9,40751,35M,"10,000,000+",Free,0,Teen,Communication,"November 4, 2016",2.2.7600,4.0.3 And Up
My Vodacom Sa,Communication,3.7,25021,61M,"5,000,000+",Free,0,Everyone,Communication,"June 26, 2018",9.9.0,4.3 And Up
Microsoft Edge,Communication,4.3,27187,66M,"5,000,000+",Free,0,Everyone,Communication,"July 28, 2018",42.0.0.2059,4.4 And Up
"Messaging+ Sms, Mms Free",Communication,4.1,28238,17M,"1,000,000+",Free,0,Everyone,Communication,"August 2, 2018",4.98,2.3 And Up
Mysms Sms Text Messaging Sync,Communication,4.3,37320,8.4M,"1,000,000+",Free,0,Everyone,Communication,"July 30, 2018",6.5.1,4.0.3 And Up
2Ndline - Second Phone Number,Communication,4.2,15880,32M,"1,000,000+",Free,0,Everyone,Communication,"August 3, 2018",5.65.0,4.0 And Up
Ninesky Browser,Communication,4.2,42925,2.8M,"1,000,000+",Free,0,Everyone,Communication,"August 27, 2017",6.1,2.3 And Up
Ghostery Privacy Browser,Communication,4.1,13100,2.2M,"1,000,000+",Free,0,Everyone,Communication,"March 20, 2018",1.4.1.0,4.0.3 And Up
Inbrowser - Incognito Browsing,Communication,4.2,27156,11M,"1,000,000+",Free,0,Everyone,Communication,"May 31, 2018",Varies With Device,Varies With Device
Web Browser For Android,Communication,4.1,55098,4.3M,"1,000,000+",Free,0,Everyone,Communication,"June 20, 2018",2.2,4.0 And Up
Lightning Web Browser,Communication,4.1,12578,2.3M,"500,000+",Free,0,Everyone,Communication,"July 10, 2017",4.5.1,4.0 And Up
Web Browser,Communication,4.2,10965,2.3M,"500,000+",Free,0,Everyone,Communication,"February 2, 2015",2.0,3.0 And Up
Puffin Browser Pro,Communication,4.0,18247,11M,"100,000+",Paid,$3.99,Everyone,Communication,"July 5, 2018",7.5.3.20547,4.1 And Up
Phone For Google Voice & Gtalk,Communication,4.3,72065,13M,"1,000,000+",Free,0,Everyone,Communication,"April 18, 2018",3.0.7,4.0 And Up
Safest Call Blocker,Communication,4.4,27540,3.7M,"1,000,000+",Free,0,Everyone,Communication,"January 5, 2018",1.26.001,4.0 And Up
Rocketdial Dialer & Contacts,Communication,4.4,32254,5.5M,"1,000,000+",Free,0,Everyone,Communication,"December 4, 2017",3.9.7,2.1 And Up
Cia - Caller Id & Call Blocker,Communication,4.0,60308,11M,"5,000,000+",Free,0,Everyone,Communication,"June 22, 2018",Varies With Device,Varies With Device
True Contact - Real Caller Id,Communication,4.1,32283,11M,"1,000,000+",Free,0,Everyone,Communication,"July 26, 2018",Varies With Device,Varies With Device
Video Caller Id,Communication,4.2,15287,17M,"1,000,000+",Free,0,Everyone,Communication,"January 24, 2018",2.2.245,4.0.3 And Up
Burner - Free Phone Number,Communication,4.3,14873,11M,"1,000,000+",Free,0,Everyone,Communication,"July 12, 2018",Varies With Device,Varies With Device
Caller Id +,Communication,4.0,9498,0.118,"1,000,000+",Free,0,Everyone,Communication,"June 7, 2016",5.28.0,2.3 And Up
All Email Providers,Communication,4.1,20901,7.3M,"1,000,000+",Free,0,Everyone,Communication,"April 3, 2018",5.0.9,4.1 And Up
Mail1Click - Secure Mail,Communication,4.1,255,1.6M,"10,000+",Free,0,Everyone,Communication,"April 11, 2017",2.3,2.2 And Up
Daum Mail - Next Mail,Communication,4.3,41420,19M,"5,000,000+",Free,0,Everyone,Communication,"June 21, 2018",3.2.0,4.0 And Up
Mail.Com Mail,Communication,4.2,44706,11M,"1,000,000+",Free,0,Everyone,Communication,"July 25, 2018",Varies With Device,Varies With Device
Solmail - All-In-One Email App,Communication,4.3,23707,11M,"500,000+",Free,0,Everyone,Communication,"August 9, 2017",2.3.17,Varies With Device
Vonage Mobile® Call Video Text,Communication,4.1,29208,23M,"1,000,000+",Free,0,Everyone,Communication,"September 28, 2016",2.9.8,2.3.3 And Up
"Moco+ - Chat, Meet People",Dating,4.2,1545,11M,"10,000+",Paid,$3.99,Mature 17+,Dating,"June 19, 2018",2.6.139,4.1 And Up
Truth Or Dare Pro,Dating,4.3,0,20M,50+,Paid,$1.49,Teen,Dating,"September 1, 2017",1.0,4.0 And Up
"Private Dating, Hide App- Blue For Privacyhider",Dating,4.3,0,0.018,100+,Paid,$2.99,Everyone,Dating,"July 25, 2017",1.0.1,4.0 And Up
Ad Blocker For Sayhi,Dating,4.3,4,1.2M,100+,Paid,$3.99,Teen,Dating,"August 2, 2018",1.2,4.0.3 And Up
Ambw Dating App: Asian Men Black Women Interracial,Dating,3.5,2,17M,100+,Paid,$7.99,Mature 17+,Dating,"January 21, 2017",1.0.1,4.0 And Up
Match™ Dating - Meet Singles,Dating,3.7,76646,11M,"10,000,000+",Free,0,Mature 17+,Dating,"July 23, 2018",Varies With Device,Varies With Device
"Hily: Dating, Chat, Match, Meet & Hook Up",Dating,4.1,2556,56M,"100,000+",Free,0,Mature 17+,Dating,"August 1, 2018",2.5.2,4.1 And Up
Hinge: Dating & Relationships,Dating,4.2,7779,12M,"500,000+",Free,0,Mature 17+,Dating,"August 3, 2018",6.1.3,5.0 And Up
Casual Dating & Adult Singles - Joyride,Dating,4.5,61637,11M,"5,000,000+",Free,0,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 And Up
Bbw Dating & Plus Size Chat,Dating,4.4,12632,29M,"1,000,000+",Free,0,Mature 17+,Dating,"July 27, 2018",3.5.0.1,4.1 And Up
Cmb Free Dating App,Dating,4.0,48845,40M,"1,000,000+",Free,0,Mature 17+,Dating,"August 1, 2018",4.19.0.2320,4.4 And Up
"Chispa, The Dating App For Latino, Latina Singles",Dating,4.2,4195,24M,"100,000+",Free,0,Mature 17+,Dating,"July 25, 2018",1.6.1,4.4 And Up
Clover Dating App,Dating,4.1,11633,23M,"500,000+",Free,0,Mature 17+,Dating,"July 24, 2018",2.5.1,4.1 And Up
Black People Meet Singles Date,Dating,3.9,10212,5.0M,"1,000,000+",Free,0,Mature 17+,Dating,"July 25, 2018",1.9.7,4.4 And Up
Mingle2 - Free Online Dating & Singles Chat Rooms,Dating,4.3,37053,44M,"1,000,000+",Free,0,Mature 17+,Dating,"August 3, 2018",4.4B,4.1 And Up
Free Dating App & Flirt Chat - Cheers,Dating,4.4,667,27M,"10,000+",Free,0,Mature 17+,Dating,"August 3, 2018",1.308.Us,4.1 And Up
Stranger Chat - Anonymous Chat,Dating,3.5,13202,6.1M,"1,000,000+",Free,0,Mature 17+,Dating,"July 7, 2018",2.4.1,4.1 And Up
"Blendr - Chat, Flirt & Meet",Dating,4.0,28671,11M,"1,000,000+",Free,0,Mature 17+,Dating,"August 1, 2018",Varies With Device,Varies With Device
Free Dating Hook Up Messenger,Dating,3.3,1157,21M,"100,000+",Free,0,Mature 17+,Dating,"January 27, 2017",5.0.1,4.2 And Up
Blk - Swipe. Match. Chat.,Dating,4.1,2067,24M,"100,000+",Free,0,Mature 17+,Dating,"July 25, 2018",1.6.1,4.4 And Up
Cougar Dating Life : Date Older Women Sugar Mummy,Dating,3.9,1643,31M,"500,000+",Free,0,Mature 17+,Dating,"July 3, 2018",4.5.5,4.1 And Up
Howlr,Dating,3.9,105,27M,"5,000+",Free,0,Mature 17+,Dating,"June 19, 2018",1.0.4,4.4 And Up
Stranger Chat & Date,Dating,3.6,3414,6.2M,"500,000+",Free,0,Mature 17+,Dating,"June 6, 2018",1.2.1,4.1 And Up
Free Dating & Flirt Chat - Choice Of Love,Dating,4.0,42194,11M,"5,000,000+",Free,0,Mature 17+,Dating,"July 24, 2018",Varies With Device,Varies With Device
Randochat - Chat Roulette,Dating,3.6,11806,12M,"1,000,000+",Free,0,Mature 17+,Dating,"June 26, 2018",4.0.18,4.0.3 And Up
Bewild Free Dating & Chat App,Dating,3.4,1999,8.0M,"100,000+",Free,0,Mature 17+,Dating,"February 3, 2017",1.6.5,4.2 And Up
"Fastmeet: Chat, Dating, Love",Dating,4.2,22544,5.9M,"1,000,000+",Free,0,Mature 17+,Dating,"July 27, 2018",1.31.4,4.0.3 And Up
Ourtime Dating For Singles 50+,Dating,3.4,2519,5.0M,"100,000+",Free,0,Mature 17+,Dating,"July 25, 2018",1.9.7,4.4 And Up
Dating For 50 Plus Mature Singles – Finally,Dating,4.6,13046,13M,"500,000+",Free,0,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 And Up
Sudy – Meet Elite & Rich Single,Dating,4.1,17268,40M,"500,000+",Free,0,Mature 17+,Dating,"June 25, 2018",4.1.2,4.0.3 And Up
Christian Dating For Free App,Dating,3.9,8722,13M,"500,000+",Free,0,Mature 17+,Dating,"June 20, 2018",15.8,4.1 And Up
Single Parent Meet #1 Dating,Dating,3.5,2593,5.0M,"500,000+",Free,0,Mature 17+,Dating,"July 25, 2018",1.9.7,4.4 And Up
Millionaire Match: Rich Singles Dating App,Dating,3.9,852,27M,"100,000+",Free,0,Mature 17+,Dating,"July 30, 2018",6.4.6,4.1 And Up
Interracialcupid - Interracial Dating App,Dating,3.4,212,3.0M,"50,000+",Free,0,Mature 17+,Dating,"June 13, 2018",2.3.0.1781,5.0 And Up
Sugar Mommas Dating And Single Search,Dating,3.5,1972,13M,"1,000,000+",Free,0,Mature 17+,Dating,"May 12, 2018",4.3,4.1 And Up
"Hide App, Private Dating, Safe Chat - Privacyhider",Dating,4.4,35206,7.2M,"1,000,000+",Free,0,Everyone,Dating,"May 21, 2018",2.9.6,4.0 And Up
"Muzmatch: Muslim & Arab Singles, Marriage & Dating",Dating,3.8,5164,25M,"100,000+",Free,0,Mature 17+,Dating,"July 24, 2018",3.8.75A,4.0.3 And Up
Nobuffdating - Free Dating App,Dating,4.2,1939,11M,"100,000+",Free,0,Mature 17+,Dating,"January 8, 2017",1.0.0,4.0 And Up
Free Dating App - Meet Local Singles - Flirt Chat,Dating,4.1,825,11M,"100,000+",Free,0,Mature 17+,Dating,"December 28, 2017",1.0.5,4.0 And Up
"Meet4U - Chat, Love, Singles!",Dating,4.2,40035,6.5M,"1,000,000+",Free,0,Mature 17+,Dating,"July 27, 2018",1.31.3,4.0.3 And Up
Snpcupid Dating,Dating,3.5,1093,5.8M,"100,000+",Free,0,Mature 17+,Dating,"January 28, 2017",1.6.6,4.2 And Up
Adult Dating - Adultfinder,Dating,3.3,1601,3.8M,"500,000+",Free,0,Mature 17+,Dating,"February 1, 2017",1.5,4.1 And Up
Gay Sugar Daddy Dating & Hookup – Sudy Gay,Dating,4.1,2212,41M,"100,000+",Free,0,Mature 17+,Dating,"June 20, 2018",2.0.5,4.0.3 And Up
"Meet24 - Love, Chat, Singles",Dating,4.2,57081,7.9M,"1,000,000+",Free,0,Mature 17+,Dating,"July 27, 2018",1.31.3,4.0.3 And Up
Bbwcupid - Bbw Dating App,Dating,3.5,241,2.8M,"50,000+",Free,0,Mature 17+,Dating,"June 1, 2018",2.2.0.1748,5.0 And Up
Chatvideo Meet New People,Dating,4.2,63986,20M,"5,000,000+",Free,0,Mature 17+,Dating,"May 31, 2018",3.0.15,4.0 And Up
"Trydate - Free Online Dating App, Chat Meet Adults",Dating,4.4,7888,15M,"500,000+",Free,0,Mature 17+,Dating,"April 29, 2018",2.4.0,4.1 And Up
Black White Interracial Dating - Interracial Match,Dating,4.1,535,28M,"100,000+",Free,0,Mature 17+,Dating,"March 29, 2018",2.0.0,4.1 And Up
"Usa Singles Meet, Match And Date Free - Date",Dating,4.2,5084,9.6M,"100,000+",Free,0,Mature 17+,Dating,"August 3, 2018",1.55,4.1 And Up
Flirtchat - ♥Free Dating/Flirting App♥,Dating,4.3,2430,13M,"500,000+",Free,0,Mature 17+,Dating,"July 26, 2018",12.0.4,4.1 And Up
"Herpes Dating: 1,000K+ Singles",Dating,4.0,738,27M,"10,000+",Free,0,Mature 17+,Dating,"August 1, 2018",6.4.1,4.1 And Up
Heart Mill,Dating,3.3,4631,45M,"100,000+",Free,0,Mature 17+,Dating,"August 4, 2018",5.2.14,5.0 And Up
95Live -Sg#1 Live Streaming App,Dating,4.1,4953,15M,"1,000,000+",Free,0,Teen,Dating,"August 1, 2018",8.7.2,4.2 And Up
Mutual - Lds Dating,Dating,3.7,1439,38M,"50,000+",Free,0,Mature 17+,Dating,"July 30, 2018",1.1.46,4.2 And Up
